type	names	baking_powder	baking_soda	brown_sugar	butter	buttermilk	cake_mix	cream	egg	flour	juice	lard	margarine	milk	oil	salt	shortening	soymilk	sugar	water	yeast	ingredients
loaves	challah-i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	64.0	0.0	0.0	0.0	0.0	2.0	0.5	0.0	0.0	0.0	20.0	0.5	2 1/2 cups warm water (110 degrees F/45 degrees C),  1 tablespoon active dry yeast,  1/2 cup honey,  4 tablespoons vegetable oil,  3 eggs,  1 tablespoon salt,  8 cups unbleached all-purpose flour,  1 tablespoon poppy seeds (optional),
loaves	challah-ii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	52.0	0.0	0.0	0.0	0.0	5.328	0.333	0.0	0.0	0.0	8.5	1.0	1 (.25 ounce) package instant yeast,  1 cup warm water (110 degrees F/45 degrees C),  2/3 cup canola oil,  2/3 cup honey,  3 eggs,  2 teaspoons salt,  6 1/2 cups all-purpose flour,  1 egg white,  1 tablespoon water,
loaves	challah-in-a-hurry	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	60.0	0.0	0.0	8.0	0.0	0.0	0.167	0.0	0.0	6.0	12.0	0.75	1 1/2 cups warm water (110 degrees F/45 degrees C),  1 cup margarine, melted,  3/4 cup white sugar,  3 egg, beaten,  4 1/2 teaspoons active dry yeast,  1 teaspoon salt,  7 1/2 cups bread flour,  1 egg, beaten,  2 tablespoons poppy seeds (optional),  2 tablespoons sesame seeds (optional),
loaves	cheddar-batter-bread	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.75	16.0	0.0	0.0	0.0	8.0	0.0	0.042	0.0	0.0	1.0	0.0	1.0	2 cups all-purpose flour,  2 tablespoons sugar,  1 (.25 ounce) package active dry yeast,  1/4 teaspoon onion powder,  1/4 teaspoon salt,  1/4 teaspoon pepper,  1 cup milk,  2 tablespoons butter or margarine, softened,  1 egg,  1/2 cup cornmeal,  3/4 cup shredded Cheddar cheese,  additional cornmeal,
loaves	cheddar-chipotle-bread-on-a-pizza-stone	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.167	24.0	0.5	1 tablespoon active dry yeast,  3 cups warm water,  1 teaspoon white sugar,  9 cups all-purpose flour,  1 tablespoon salt,  1/2 (7 ounce) can chipotle peppers in adobo sauce,  1 (8 ounce) package cream cheese, softened,  1 pound Cheddar cheese, cubed,  1/2 cup grated Parmesan cheese,  1/4 cup cornmeal for dusting,
loaves	cheddar-pull-apart-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	12.0	0.0	0.167	0.0	0.0	0.5	8.0	2.0	2 (.25 ounce) packages active dry yeast,  1 tablespoon sugar,  1 cup warm water (110 degrees to 115 degrees),  2 tablespoons ground mustard,  1 teaspoon salt,  1 1/2 cups warm milk (110 to 115 degrees F),  6 cups all-purpose flour,  TOPPING:,  3/4 cup warm water (110 degrees F to 115 degrees F),  1/2 cup dried minced onion,  1 cup shredded Cheddar cheese,  2 teaspoons celery seed,  1 egg, beaten,
loaves	cheese-filled-coffee-cakes	0.0	0.0	0.0	4.0	0.0	0.0	8.0	3.5	36.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	4.0	4.0	2.0	2 (.25 ounce) packages active dry yeast,  1/2 cup warm water (110 degrees F to 115 degrees F),  1 cup sour cream,  1/2 cup butter or margarine,  1/2 cup sugar,  1 teaspoon salt,  2 eggs,  4 1/2 cups all-purpose flour,  FILLING:,  2 (8 ounce) packages cream cheese, softened,  3/4 cup sugar,  1 egg,  1 teaspoon almond extract,  1/8 teaspoon salt,  GLAZE:,  2 cups confectioners' sugar,  3 tablespoons milk,  1/2 teaspoon vanilla extract,
loaves	cheesy-italian-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	1.0	10.0	1.0	1 (.25 ounce) package active dry yeast,  1 1/4 cups warm water (110 degrees to 115 degrees F),  2 tablespoons sugar,  1/2 teaspoon salt,  1 teaspoon garlic salt,  1/2 cup grated Romano cheese,  3 cups all-purpose flour,  Cornmeal,
loaves	cheesy-potato-bread	0.0	0.0	0.0	2.5	0.0	0.0	8.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	4.0	2.0	2 (.25 ounce) packages active dry yeast,  2 tablespoons sugar,  1/2 cup warm water (110 degrees F to 115 degrees F),  1 cup half-and-half cream,  5 tablespoons butter or margarine, melted, divided,  1 tablespoon salt,  1/8 teaspoon cayenne pepper,  5 1/2 cups all-purpose flour,  2 cups finely shredded peeled potatoes,  1 cup shredded Cheddar cheese,
loaves	cheesy-rye-bread	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0	18.0	1.0	1 3/4 cups water,  1/2 cup cornmeal,  2 teaspoons salt,  1/4 cup butter, cubed,  1/2 cup molasses,  2 tablespoons active dry yeast,  1/2 cup warm water (110 degrees F to 115 degrees F),  2 cups rye flour,  3 cups all-purpose flour,  1/2 pound Cheddar cheese, cut into 1/4 inch cubes,  additional cornmeal,
loaves	chef-filips-sourbread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	Days 1, 2, and 3:,  1 1/4 cups all-purpose flour,  1 1/2 cups water,  1/2 teaspoon malt powder,  1/2 teaspoon honey,  &nbsp;,  Days 4 and 5:,  7 1/2 cups bread flour,  4 1/4 cups water,  2 teaspoons malt powder,  &nbsp;,  Sourbread Recipe:,  2 1/2 cups sourdough starter,  5 1/8 cups bread flour,  1 1/2 cups water,  1/4 cup gluten,  2 teaspoons malt powder,  4 teaspoons salt,
loaves	chocolate-marble-bread	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.5	56.0	0.0	0.0	0.0	16.0	0.0	0.167	0.0	0.0	4.0	0.0	1.0	7 cups all-purpose flour,  1 (.25 ounce) package active dry yeast,  2 cups milk,  1/2 cup sugar,  1/4 cup butter or margarine,  1 teaspoon salt,  2 eggs,  1/4 cup baking cocoa,  GLAZE:,  1 cup confectioners' sugar,  1 tablespoon milk,  1/4 cup chopped walnuts,
loaves	chocolate-pinwheel-bread	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.5	32.0	0.0	0.0	0.0	8.0	0.0	0.167	0.0	0.0	2.0	0.0	1.0	1 (.25 ounce) package active dry yeast,  1 cup warm milk (110 to 115 degrees F),  1/4 cup sugar,  1 teaspoon salt,  2 eggs,  4 ounces cream cheese, softened,  4 cups bread flour,  FILLING:,  4 ounces cream cheese, softened,  1/2 cup confectioners' sugar,  2 tablespoons baking cocoa,  1 cup semisweet chocolate chips,  1 egg, beaten,
loaves	chocolate-yeast-bread	0.0	0.042	0.0	1.0	0.0	0.0	0.0	1.75	36.0	0.0	0.0	0.0	4.0	0.0	0.167	0.0	0.0	1.0	8.0	1.0	4 1/2 cups all-purpose flour,  1/3 cup baking cocoa,  2 tablespoons sugar,  1 (.25 ounce) package active dry yeast,  1 teaspoon salt,  1/4 teaspoon baking soda,  1 cup water,  1/2 cup milk,  1/2 cup semisweet chocolate chips,  2 tablespoons butter or margarine,  1 egg,
loaves	christmas-stollen	0.0	0.0	0.0	2.664	0.0	0.0	0.0	1.75	20.0	0.0	0.0	0.0	5.328	0.0	0.25	0.0	0.0	2.664	0.0	0.5	1 tablespoon active dry yeast,  2/3 cup warm milk (110 degrees F/45 degrees C),  1 large egg,  1/3 cup white sugar,  1/2 tablespoon salt,  1/3 cup butter, softened,  2 1/2 cups bread flour,  1/3 cup currants,  1/3 cup sultana raisins,  1/3 cup red candied cherries, quartered,  2/3 cup diced candied citron,  6 ounces marzipan,  1 tablespoon confectioners' sugar,  1 teaspoon ground cinnamon,
loaves	christmas-stollen-2	0.0	0.0	0.0	13.5	0.0	0.0	0.0	5.25	52.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	6.0	12.0	2.0	1 1/2 cups warm milk or water (110 to 115 degrees F),  2 (.25 ounce) packages active dry yeast,  6 1/2 cups all-purpose flour, divided,  1 1/2 cups butter,  3/4 cup sugar,  3 eggs,  3/4 teaspoon salt,  3/4 teaspoon grated lemon peel,  1/2 pound raisins,  1/2 pound chopped blanched almonds,  1/2 cup chopped candied fruit,  3 tablespoons butter, melted,  LEMON GLAZE:,  1 1/4 cups confectioners' sugar,  1/4 cup lemon juice,  1 teaspoon vanilla extract,
loaves	christmas-stollen-ii	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.75	32.0	0.0	0.0	0.0	4.0	0.0	0.083	0.0	0.0	3.0	0.75	0.375	3 tablespoons raisins,  3 tablespoons dried currants,  3 ounces candied mixed citrus peel,  3 tablespoons chopped candied cherries,  4 tablespoons rum,  3/4 tablespoon active dry yeast,  6 tablespoons white sugar,  1 1/2 tablespoons warm water (110 degrees F/45 degrees C),  4 cups all-purpose flour,  1/2 cup blanched slivered almonds,  1/2 cup milk,  1/4 teaspoon almond extract,  1/2 tablespoon grated lemon zest,  1/2 teaspoon salt,  1 egg,  6 tablespoons butter, diced and softened,  1/4 cup butter, melted,  2 tablespoons confectioners' sugar,
loaves	ciabatta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	1.0	0.5	0.25	0.0	0.0	0.0	8.992	0.104	1/8 teaspoon active dry yeast,  2 tablespoons warm water (110 degrees F/45 degrees C),  1/3 cup warm water,  1 cup bread flour,  1/2 teaspoon active dry yeast,  2 tablespoons warm milk (110 degrees F/45 degrees C),  2/3 cup warm water,  1 tablespoon olive oil,  2 cups bread flour,  1 1/2 teaspoons salt,
loaves	cinnamon-raisin-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	16.0	2.0	0.333	0.0	0.0	6.664	2.5	1.0	1 (.25 ounce) package active dry yeast,  1/4 cup warm water (105 degrees to 115 degrees),  2 cups warm milk (110 to 115 degrees F),  1/3 cup sugar,  1/4 cup vegetable oil,  2 teaspoons salt,  5 3/4 cups all-purpose flour,  2 cups raisins,  1 tablespoon ground cinnamon,  1/2 cup sugar,  1 tablespoon water,  GLAZE:,  1/2 cup confectioners' sugar,  1 tablespoon milk,
loaves	cinnamon-spiral-bread	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.75	42.0	0.0	0.0	0.0	5.328	0.0	0.5	0.0	0.0	4.0	20.0	1.0	5 1/4 cups all-purpose flour,  2 cups quick-cooking oats,  2/3 cup nonfat dry milk powder,  1/4 cup packed brown sugar,  1 tablespoon salt,  1 (.25 ounce) package active dry yeast,  2 1/2 cups water,  2 tablespoons butter,  1 egg,  1 cup raisins,  1/2 cup sugar,  2 teaspoons ground cinnamon,
loaves	cinnamon-swirl-orange-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	50.0	6.0	0.0	0.0	8.0	0.0	0.25	2.0	0.0	4.0	2.0	1.0	1 (.25 ounce) package active dry yeast,  1/4 cup warm water (105 degrees to 115 degrees),  1 cup warm milk (110 to 115 degrees F),  3/4 cup orange juice,  1/2 cup sugar,  1/4 cup shortening,  1 tablespoon grated orange peel,  1 1/2 teaspoons salt,  6 1/4 cups all-purpose flour,  1 egg, lightly beaten,  FILLING:,  1/2 cup sugar,  2 teaspoons ground cinnamon,  2 teaspoons water,  GLAZE:,  1 cup confectioners' sugar,  4 teaspoons orange juice,  1 teaspoon grated orange peel,
loaves	cinnamon-swirl-raisin-bread	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	12.0	0.0	0.333	0.0	0.0	2.0	4.0	2.0	1 1/2 cups warm milk (110 to 115 degrees F),  1 cup mashed potatoes (without added milk and butter),  1/2 cup butter or margarine, melted,  1/4 cup sugar,  2 teaspoons salt,  2 (.25 ounce) packages active dry yeast,  1/2 cup warm water (110 degrees F to 115 degrees F),  6 1/2 cups all-purpose flour,  1 1/2 cups raisins,  FILLING:,  1/2 cup sugar,  2 teaspoons ground cinnamon,  2 tablespoons butter or margarine, melted,
loaves	clares-whole-wheat-potato-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	36.0	0.0	0.0	2.0	10.0	0.0	0.417	0.0	0.0	0.0	12.0	2.0	2 cups all-purpose flour,  1 1/2 cups instant mashed potato flakes,  2 1/2 teaspoons salt,  2 (.25 ounce) packages active dry yeast,  1 1/2 cups warm water,  1 1/4 cups warm milk,  1/4 cup margarine,  1/4 cup honey,  2 eggs, beaten,  2 1/2 cups whole wheat flour,
loaves	classic-whole-wheat-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	24.0	0.0	0.0	0.0	2.0	0.5	0.167	0.0	0.0	1.0	6.0	0.5	2 tablespoons white sugar,  1 tablespoon active dry yeast,  3/4 cup warm water,  1/4 cup milk,  1 tablespoon vegetable oil,  1 cup whole wheat flour,  2 cups all-purpose flour,  1 teaspoon salt,  1 egg, beaten,
loaves	cornmeal-mini-loaves	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	48.0	0.0	0.0	0.0	8.0	0.0	0.333	4.0	0.0	4.0	8.0	2.0	2 (.25 ounce) packages active dry yeast,  1 cup warm water (110 degrees to 115 degrees),  1 cup warm milk (110 to 115 degrees F),  1/2 cup shortening,  1/2 cup sugar,  2 eggs,  2 teaspoons salt,  1 cup cornmeal,  6 cups all-purpose flour,  additional cornmeal,
loaves	country-bread	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.25	40.0	0.0	0.0	0.0	8.0	0.0	0.167	0.0	0.0	2.0	4.0	2.0	2 (.25 ounce) packages active dry yeast,  1/2 cup warm water (110 degrees F to 115 degrees F),  1 cup warm milk (110 to 115 degrees F),  1/4 cup butter or margarine, softened,  1/4 cup sugar,  1 teaspoon salt,  1/4 teaspoon ground ginger,  3 eggs,  5 cups all-purpose flour,  2 tablespoons sesame seeds,
loaves	country-sage-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	24.0	0.0	0.0	0.0	6.0	0.0	0.25	1.0	0.0	1.0	2.0	1.0	1 (.25 ounce) package active dry yeast,  1/4 cup warm water (105 degrees to 115 degrees),  3/4 cup warm milk (110 to 115 degrees F),  2 tablespoons sugar,  2 tablespoons shortening,  2 teaspoons celery seed,  1 1/2 teaspoons salt,  1 teaspoon rubbed sage,  1/4 teaspoon ground nutmeg,  1 egg,  3 cups all-purpose flour,
loaves	country-sage-loaves	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	1.0	0.167	0.0	0.0	0.167	8.0	1.0	1 (.25 ounce) package active dry yeast,  1 cup warm water (110 degrees to 115 degrees),  1 teaspoon sugar,  1/4 cup toasted wheat germ,  2 tablespoons vegetable oil,  1 tablespoon honey,  2 teaspoons rubbed sage,  1 teaspoon salt,  1/2 teaspoon dried rosemary, crushed,  1/2 teaspoon ground nutmeg,  2 cups all-purpose flour,
loaves	country-white-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	52.0	0.0	0.0	0.0	0.0	2.0	0.5	0.0	0.0	4.0	16.0	2.0	2 (.25 ounce) packages active dry yeast,  2 cups warm water (110 degrees to 115 degrees),  1/2 cup sugar,  1 tablespoon salt,  2 eggs, beaten,  1/4 cup vegetable oil,  6 1/2 cups all-purpose flour,
loaves	cowboy-bread	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.75	32.0	0.0	0.0	0.0	6.0	0.0	0.042	0.0	0.0	0.167	4.0	0.25	1/2 cup boiling water,  3/4 cup cold milk,  1 teaspoon white sugar,  1 1/2 teaspoons active dry yeast,  1 egg, beaten,  2 tablespoons butter, melted and cooled,  1/4 teaspoon salt,  1/4 teaspoon ground nutmeg,  4 cups all-purpose flour,
loaves	cracked-wheat-bread-ii	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	8.0	0.0	0.5	0.0	0.0	0.0	12.664	1.0	1 1/4 cups warm water,  1/2 cup cracked wheat,  1 (.25 ounce) package active dry yeast,  1/3 cup warm water (110 degrees F/45 degrees C),  2 tablespoons butter, softened,  1 tablespoon salt,  2 tablespoons molasses,  2 tablespoons honey,  1 cup milk,  1 cup whole wheat flour,  4 cups all-purpose flour,
loaves	cracked-wheat-sourdough-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	44.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	3/4 cup cracked wheat,  1 cup hot water,  1/4 cup margarine, melted,  2 tablespoons molasses,  2 tablespoons honey,  3/4 cup nonfat milk,  1/2 cup flax seed,  1/2 cup raw sunflower seeds,  2 1/2 cups sourdough starter,  2 cups whole wheat flour,  3 1/2 cups bread flour,  1 egg, beaten,
loaves	cranberry-pecan-bread	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	8.0	0.0	3/4 cup coarsely chopped pecans,  3/4 cup dried cranberries,  1 1/2 cups all-purpose flour,  1 1/2 cups bread flour,  1 cup water (75 to 85 degrees F),  3/4 cup sourdough starter*,  1 1/2 teaspoons salt,  1 tablespoon melted butter,
loaves	cranberry-pignoli-nut-bread	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.75	16.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	10.0	0.5	3 teaspoons active dry yeast,  1 1/4 cups warm water (110 degrees F/45 degrees C),  2 cups bread flour,  1/2 cup wheat germ,  1/2 cup rolled oats,  2 tablespoons brown sugar,  1 egg,  2 tablespoons butter, softened,  1 teaspoon salt,  2 cups dried cranberries,  1/2 cup pine nuts/pignoli,
loaves	cranberry-sunflower-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	48.0	0.0	0.0	0.0	0.0	0.0	0.333	2.664	0.0	0.0	24.0	2.0	2/3 cup dried cranberries,  2 cups hot water,  2 (.25 ounce) packages active dry yeast,  1/4 cup honey,  1/4 cup molasses,  1 cup warm water (110 degrees F),  1 cup rolled oats,  2 eggs, beaten,  2 teaspoons salt,  1/3 cup shortening,  6 cups bread flour,  1/3 cup roasted sunflower seeds,
loaves	cream-cheese-bread-2	0.0	0.0	0.0	4.0	0.0	0.0	8.0	3.5	32.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	4.0	4.0	2.0	BREAD:,  2 (.25 ounce) packages active dry yeast,  1/2 cup warm water (110 degrees F to 115 degrees F),  1 cup sour cream,  1/2 cup butter or margarine, melted,  1/2 cup sugar,  2 eggs, lightly beaten,  1/2 teaspoon salt,  4 cups all-purpose flour,  FILLING:,  2 (8 ounce) packages cream cheese, softened,  1 egg, lightly beaten,  3/4 cup sugar,  2 teaspoons vanilla extract,  1/2 teaspoon salt,  GLAZE:,  2 cups confectioners' sugar,  2 teaspoons vanilla extract,  3 tablespoons milk,
loaves	crusty-white-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	1.0	8.0	0.0	0.5	0.0	0.0	0.5	16.0	1.0	2 tablespoons active dry yeast,  1 tablespoon white sugar,  2 cups water,  1 cup milk,  2 tablespoons margarine, softened,  6 cups bread flour,  1 tablespoon salt,
loaves	dads-flat-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	2.664	16.0	1.0	1 (.25 ounce) package active dry yeast,  2 cups warm water (110 degrees to 115 degrees), divided,  1/3 cup sugar,  2 tablespoons vegetable oil,  1 tablespoon salt,  1/2 cup rye or whole wheat flour,  5 1/2 cups all-purpose flour,
loaves	danish-julekage	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.25	68.0	0.0	0.0	0.0	16.0	0.0	0.333	0.5	0.0	8.0	2.0	2.0	2 (.25 ounce) packages active dry yeast,  1/4 cup warm water (105 degrees to 115 degrees),  2 cups warm milk (110 to 115 degrees F),  1 cup sugar,  1/2 cup butter or margarine, softened,  1 tablespoon shortening,  2 teaspoons salt,  1 teaspoon ground cardamom,  3 eggs, beaten,  8 1/2 cups all-purpose flour,  1 cup raisins,  1 cup chopped candied fruit,  FILLING:,  2 tablespoons butter or margarine, melted,  1/4 cup sugar,  TOPPING:,  1/4 cup sugar,  2 tablespoons all-purpose flour,  1/2 teaspoon ground cardamom,  2 tablespoons cold butter or margarine,
loaves	danish-spiced-rye-bread-sigtebrod	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	8.0	0.0	0.167	0.0	0.0	2.664	10.0	2.0	1 cup milk,  1 cup water,  3 tablespoons butter,  1/2 cup light molasses,  1/3 cup white sugar,  1 tablespoon grated orange zest,  1 tablespoon fennel seed,  1 tablespoon anise seed,  1 tablespoon caraway seed,  1 tablespoon cardamom,  1 teaspoon salt,  2 (.25 ounce) packages active dry yeast,  1/4 cup warm water (110 degrees F/45 degrees C),  2 cups rye flour,  5 cups all-purpose flour,  3 tablespoons butter, melted,
loaves	dees-health-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	88.0	1.0	0.0	0.0	0.0	4.0	0.667	0.0	0.0	0.167	32.0	1.0	2 tablespoons active dry yeast,  1 teaspoon white sugar,  1/2 cup warm water,  3 1/2 cups warm water,  1/4 cup honey,  1/4 cup molasses,  1/2 cup vegetable oil,  2 eggs,  2 tablespoons lemon juice,  7 cups whole wheat flour,  1/4 cup flax seed,  1/4 cup cracked wheat,  1/4 cup sunflower seeds,  4 teaspoons salt,  4 cups bread flour,
loaves	dill-rye-rounds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	4.0	0.0	0.167	0.333	0.0	0.333	14.0	2.0	3 1/2 cups all-purpose flour,  1 1/2 cups rye flour,  1/2 cup instant nonfat dry milk powder,  2 (.25 ounce) packages active dry yeast,  2 teaspoons sugar,  1 teaspoon salt,  1 teaspoon caraway seeds,  1 teaspoon dill seed,  1 teaspoon dill weed,  1 3/4 cups water,  2 teaspoons shortening,
loaves	dilly-bread-ring	0.0	0.0	0.0	3.0	0.0	0.0	8.0	3.5	36.0	0.0	0.0	0.0	2.664	0.0	0.333	0.0	0.0	2.664	10.664	2.0	2 (.25 ounce) packages active dry yeast,  1 1/3 cups warm water (110 degrees to 115 degrees),  1/3 cup warm milk (110 to 115 degrees F),  6 tablespoons butter or margarine, softened,  1/3 cup sugar,  2 eggs,  1 cup sour cream,  2 tablespoons minced fresh parsley,  1 tablespoon dill weed,  2 teaspoons salt,  1 1/2 teaspoons minced chives,  4 1/2 cups all-purpose flour,
loaves	dilly-onion-braid	0.0	0.0	0.0	1.0	0.0	0.0	8.0	2.5	20.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	1.0	2.333	1.0	1 cup sour cream,  1 (.25 ounce) package active dry yeast,  1/4 cup warm water (105 degrees to 115 degrees),  1 egg,  2 tablespoons butter or margarine, softened,  2 tablespoons sugar,  1 1/2 teaspoons salt,  2 1/2 cups all-purpose flour,  1/3 cup finely chopped onion,  1 tablespoon dill seed,  1 teaspoon dill weed,  1 egg yolk,  2 teaspoons cold water,
loaves	ds-whole-wheat-challah	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.25	32.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0	8.0	2.0	2 (.25 ounce) packages active dry yeast,  1 cup warm water (100 degrees F or 38 degrees C),  1/2 cup granular no-calorie sucralose sweetener (such as Splenda&#174;),  1/2 cup butter at room temperature,  2 teaspoons salt,  3 eggs,  2 cups whole wheat flour,  2 cups all-purpose flour,  1/2 cup rolled oats, slightly crushed,  &nbsp;,  1 egg, beaten,
loaves	easy-cardamom-bread	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	2.664	1.0	1 cup warm whole milk (110 degrees F (43 degrees C)),  1/3 cup warm water (110 degrees F (43 degrees C)),  1/2 cup white sugar,  2 tablespoons melted butter,  1 (.25 ounce) package active dry yeast,  3 1/2 cups all-purpose flour, or as needed,  &nbsp;,  1/2 cup white sugar,  1 1/2 tablespoons ground cardamom,  3 tablespoons ground cinnamon,  1/2 cup melted butter,  1/2 cup raisins (optional),  1/2 cup chopped walnuts (optional),  &nbsp;,  1 egg,  1 tablespoon water,  1/2 cup sliced almonds,  1/4 cup pearl sugar,
loaves	easy-challah-bread	0.0	0.0	0.0	0.5	0.0	0.0	0.0	6.0	28.0	0.0	0.0	0.0	0.0	0.0	0.167	0.0	0.0	0.0	8.0	1.0	1 (.25 ounce) package active dry yeast,  1 cup warm water (100 degrees F/40 degrees C),  2 tablespoons honey,  1 teaspoon salt,  3 beaten eggs,  3 1/2 cups all-purpose flour, plus more for kneading,  1 beaten egg yolk, or more if needed,  1 tablespoon melted butter (optional),
loaves	ekmek-turkish-bread	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1 1/2 cups bread flour, divided,  3/4 cup water, divided,  &nbsp;,  5 teaspoons active dry yeast,  1 teaspoon white sugar,  2 cups warm water (110 degrees F/45 degrees C),  6 cups bread flour,  2 teaspoons salt,
loaves	english-muffin-bread	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	16.0	0.0	0.333	0.0	0.0	0.5	4.0	2.0	2 cups milk,  1/2 cup water,  2 tablespoons cornmeal,  6 cups bread flour,  2 (.25 ounce) packages active dry yeast,  1 tablespoon white sugar,  2 teaspoons salt,  1/4 teaspoon baking soda,
loaves	english-muffin-bread-2	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	16.0	0.0	0.333	0.0	0.0	0.5	4.0	2.0	5 cups all-purpose flour, divided,  2 (.25 ounce) packages active dry yeast,  1 tablespoon sugar,  2 teaspoons salt,  1/4 teaspoon baking soda,  2 cups warm milk (110 to 115 degrees F),  1/2 cup warm water (120 to 130 degrees F),  Cornmeal,
loaves	english-muffin-loaf	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	8.0	0.0	0.167	0.0	0.0	0.25	2.0	1.0	3 cups all-purpose flour,  1 (.25 ounce) package active dry yeast,  1 1/2 teaspoons sugar,  1 teaspoon salt,  1/8 teaspoon baking soda,  1 cup milk,  1/4 cup water,  Cornmeal,
loaves	english-muffin-loaves	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	16.0	0.0	0.167	0.0	0.0	0.5	4.0	2.0	2 (.25 ounce) packages active dry yeast,  6 cups all-purpose flour,  1 tablespoon white sugar,  2 cups milk,  1/4 teaspoon baking soda,  1/2 cup water,  1 teaspoon salt,  2 tablespoons cornmeal,
loaves	english-muffin-loaves-3	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	40.0	12.0	0.0	0.0	0.0	2.0	0.167	0.0	0.0	1.0	4.0	2.0	5 cups all-purpose flour, divided,  2 (.25 ounce) packages active dry yeast,  2 tablespoons sugar,  2 teaspoons ground cinnamon,  1 teaspoon salt,  1/4 teaspoon baking soda,  1 1/2 cups warm orange juice (120 degrees to 130 degrees),  1/2 cup warm water (120 to 130 degrees F),  1/4 cup vegetable oil,  1/2 cup chopped pecans,  1/2 cup chopped dried apricots,  Cornmeal,
